team,name,state,country,district,rookie_year,active,norm_epa,wins,losses,ties,count,winrate
5142,Robo Dominators,CT,USA,ne,2014,t,1425,79,121,1,201,0.3955
5143,GRG Raw Steel,MN,USA,NULL,2014,t,1413,26,54,0,80,0.325
5144,LISD TECHnicians,MI,USA,fim,2014,t,1536,90,121,4,215,0.4279
5145,WolfBotics,FL,USA,NULL,2014,t,1493,52,68,1,121,0.4339
5146,Rusty Knights,OH,USA,NULL,2014,f,1487,21,20,0,41,0.5122
5147,Hornets,MO,USA,NULL,2014,t,1438,39,60,1,100,0.395
5148,New Berlin Blitz,WI,USA,NULL,2014,t,1524,92,107,4,203,0.4631
5149,TroyBotics,NY,USA,NULL,2014,t,1437,31,65,2,98,0.3265
5150,Hybrid Hornets,MI,USA,fim,2014,t,1469,182,176,5,363,0.5083
5151,RoboTitans,NY,USA,NULL,2014,f,1348,8,8,1,17,0.5
5152,Alotobots,MI,USA,fim,2014,t,1650,187,147,6,340,0.5588
5153,EAST at HHS,AR,USA,NULL,2014,f,1499,24,19,1,44,0.5568
5155,Bearcats,MI,USA,fim,2014,f,1610,140,120,5,265,0.5377
5156,Laker Battleships,MI,USA,fim,2014,f,1432,54,99,6,159,0.3585
5157,Roboprime Cardinals,ON,Canada,NULL,2014,f,1483,5,17,0,22,0.2273
5158,Richmond Hill,ON,Canada,NULL,2014,f,1444,13,22,1,36,0.375
5159,Bengal Robotics,UT,USA,NULL,2014,f,1328,24,37,2,63,0.3968
5160,Chargers,NC,USA,fnc,2014,t,1506,180,149,4,333,0.5465
5161,Trojan Technicians,MI,USA,fim,2014,f,1496,59,89,1,149,0.3993
5162,The Big Red Theory,MI,USA,fim,2014,t,1397,121,150,2,273,0.4469
5163,The Aluminum Warriors,MA,USA,ne,2014,f,1400,31,46,2,79,0.4051
5164,Robusters,ON,Canada,NULL,2014,f,1446,9,12,1,22,0.4318
5165,Yangtze,NULL,China,NULL,2014,f,1458,0,0,0,0,0
5166,Fabricators,MI,USA,fim,2014,t,1745,214,185,5,404,0.5359
5167,Vi-Bots,MI,USA,fim,2014,t,1547,147,160,5,312,0.4792
5168,Guardian Angels,LA,USA,NULL,2014,f,1421,24,30,1,55,0.4455
5169,The Armadillos ,MS,USA,NULL,2014,f,1389,3,7,0,10,0.3
5171,Deus Ex Machina,CA,USA,NULL,2014,t,1611,56,73,2,131,0.4351
5172,Gators,MN,USA,NULL,2014,t,1537,229,70,2,301,0.7641
5173,Fennville RoboHawks,MI,USA,fim,2014,f,1539,92,96,3,191,0.4895
5174,Enterprise ,NULL,Israel,NULL,2014,f,1444,3,7,0,10,0.3
5175,Purple People Eaters,MI,USA,fim,2014,f,1482,60,69,2,131,0.4656
5176,RoboBills,MO,USA,NULL,2014,t,1484,48,58,1,107,0.4533
5178,The Nerdy Birds,AR,USA,NULL,2014,f,1415,15,23,1,39,0.3974
5179,Les Sénateurs,QC,Canada,NULL,2014,f,1490,41,52,2,95,0.4421
5180,Metal Heads,SC,USA,NULL,2014,f,1434,17,27,0,44,0.3864
5181,Explorer Robotics,PA,USA,fma,2014,t,1517,122,147,5,274,0.4544
5182,Chieftainators,MI,USA,fim,2014,t,1495,87,135,5,227,0.3943
5183,Devil Bots,MI,USA,fim,2014,t,1365,84,138,6,228,0.3816
5184,TITANICS,AB,Canada,NULL,2014,f,1748,14,5,0,19,0.7368
5185,Dial-Up Grizzlies,AB,Canada,NULL,2014,f,1472,8,9,0,17,0.4706
5186,Cybears,TN,USA,NULL,2014,f,1412,17,43,1,61,0.2869
5187,TEAM ON IT,FL,USA,NULL,2014,f,1372,2,10,0,12,0.1667
5188,Area 5188: Classified Robotics,IN,USA,fin,2014,t,1584,180,185,3,368,0.4932
5189,SABRES,KS,USA,NULL,2014,t,1441,21,57,0,78,0.2692
5190,Green Hope Falcons,NC,USA,fnc,2014,t,1591,219,142,8,369,0.6043
5191,LANCERobotics,ON,Canada,NULL,2014,f,1435,15,23,0,38,0.3947
5193,Pantheon,MI,USA,fim,2014,t,1422,145,137,3,285,0.514
5194,Gobles Voltage,MI,USA,fim,2014,f,1396,82,91,1,174,0.4741
5195,The Renegade,AR,USA,NULL,2014,f,1528,4,8,0,12,0.3333
5196,Breaking Bot,FL,USA,NULL,2014,f,1417,38,40,0,78,0.4872
5197,DCP @ NW,MI,USA,fim,2014,t,1458,73,115,7,195,0.3923
5198,Knight Tech,OR,USA,pnw,2014,f,1471,79,107,4,190,0.4263
5199,Robot Dolphins From Outer Space,CA,USA,NULL,2014,t,1703,216,125,2,343,0.6327
5200,Alchesay Falcon,AZ,USA,NULL,2014,f,1446,22,34,2,58,0.3966
5201,North Branch Bad News Broncos,MI,USA,fim,2014,f,1417,54,83,1,138,0.3949
5202,NewRo Bots,NY,USA,NULL,2014,f,1381,50,58,1,109,0.4633
5203,Volatile Chaos Inhibitors,MI,USA,fim,2014,t,1455,89,140,1,230,0.3891
5204,Robocats,MI,USA,fim,2014,f,1489,87,97,4,188,0.4734
5205,FullMetal-Jackets,MI,USA,fim,2014,t,1411,176,162,5,343,0.5204
5207,Coolidge Robotics,AZ,USA,NULL,2014,f,1439,16,27,0,43,0.3721
5209,Rectify,CA,USA,NULL,2014,f,1487,29,32,0,61,0.4754
5212,TAMSformers Robotics,TX,USA,fit,2014,t,1481,83,105,5,193,0.443
5213,St. Ignace SHIELD,MI,USA,fim,2014,t,1434,74,121,1,196,0.3801
5214,The Mighty CavBots,MI,USA,fim,2014,t,1418,78,137,3,218,0.3647
5215,Steagles 5215,MI,USA,fim,2014,f,1445,65,101,2,168,0.3929
5216,E-Ville Empire,MI,USA,fim,2014,t,1664,195,164,5,364,0.5426
5217,Robocats,MI,USA,fim,2014,f,1410,73,110,1,184,0.3995
5218,System Overload,AZ,USA,NULL,2014,f,1433,7,16,0,23,0.3043
5219,TeknoSquad,GA,USA,pch,2014,t,1374,69,104,7,180,0.4028
5220,Rockets,MI,USA,fim,2014,f,1440,8,16,0,24,0.3333
5221,Project Freelance,ON,Canada,NULL,2014,f,1455,4,7,0,11,0.3636
5222,JackBotics,MI,USA,fim,2014,f,1477,89,100,4,193,0.4715
5223,Hillman Gearheads,MI,USA,fim,2014,f,1420,20,40,0,60,0.3333
5224,Panther Power,MI,USA,fim,2014,t,1469,109,95,1,205,0.5341
5225,The Shambotz,MI,USA,fim,2014,t,1401,65,131,3,199,0.3342
5226,Syn. Surgers,MI,USA,fim,2014,f,1460,27,45,0,72,0.375
5227,Eagle Elite,MI,USA,fim,2014,t,1438,70,106,5,181,0.4006
5229,Heritage Hawkbots,MI,USA,fim,2014,t,1507,107,125,3,235,0.4617
5230,The Resistance,MI,USA,fim,2014,f,1463,127,127,5,259,0.5
5231,The Radical Jays,MI,USA,fim,2014,t,1451,82,125,2,209,0.3971
5232,Talons,MN,USA,NULL,2014,t,1648,81,77,2,160,0.5125
5233,Golden Eagles,MI,USA,fim,2014,f,1434,16,32,0,48,0.3333
5234,MarauderBots,MI,USA,fim,2014,t,1340,131,141,3,275,0.4818
5235,Gears of Fortune,MI,USA,fim,2014,t,1491,94,146,5,245,0.3939
5236,Man O' War Robotics,NY,USA,NULL,2014,f,1465,36,33,0,69,0.5217
5238,Falconators,MI,USA,fim,2014,f,1516,82,104,2,188,0.4415
5239,Harper Woods Steamworks,MI,USA,fim,2014,t,1391,76,131,4,211,0.3697
5240,Udder Chaos,NY,USA,NULL,2014,f,1398,30,35,1,66,0.4621
5241,Tribe Tech FRC,TX,USA,NULL,2014,f,1445,18,30,0,48,0.375
5242,⚙️ RoboCats ⚙️,TX,USA,fit,2014,f,1516,95,112,3,210,0.4595
5243,Aegis Robotics,VA,USA,chs,2014,t,1446,131,182,5,318,0.4198
5246,Tech Tribe,MI,USA,fim,2014,f,1498,29,49,0,78,0.3718
5247,Red Devil Robotics,MI,USA,fim,2014,t,1454,106,142,5,253,0.4289
5248,Robo-Saxons,MI,USA,fim,2014,t,1443,89,95,4,188,0.484
5249,Revere Robotics,OH,USA,NULL,2014,f,1434,6,14,0,20,0.3
5250,Kinetic,CA,USA,NULL,2014,f,1424,16,32,0,48,0.3333
5251,C3 WAYbots,MI,USA,fim,2014,f,1411,41,80,1,122,0.3402
5252,Cyber Tigers,MI,USA,fim,2014,f,1465,21,32,2,55,0.4
5253,Bigfork Backwoods Bots 5253,MN,USA,NULL,2014,t,1450,34,52,0,86,0.3953
5254,HYPE,NY,USA,NULL,2014,f,1669,133,85,2,220,0.6091
5255,Robotic Tigers,MI,USA,fim,2014,f,1393,56,90,0,146,0.3836
5256,Atomics,MI,USA,fim,2014,t,1486,110,120,2,232,0.4784
5257,CometKaze,MI,USA,fim,2014,f,1465,57,87,2,146,0.3973
5259,Magic Smoke,AR,USA,NULL,2014,f,1495,8,14,0,22,0.3636
5260,Owosso Operating System,MI,USA,fim,2014,t,1446,120,154,5,279,0.4391
5261,Cyber Shock,TX,USA,fit,2014,t,1517,77,96,5,178,0.4466
5263,Robo-Bucs,MI,USA,fim,2014,t,1429,84,133,1,218,0.3876
5265,Radical Impact,ME,USA,ne,2014,t,1496,79,150,5,234,0.3483
5268,The BioMech Falcons,KS,USA,NULL,2014,t,1399,39,89,1,129,0.3062
5269,Sonic Sci-borgs,MD,USA,NULL,2014,f,1349,1,10,0,11,0.0909
5271,Open Circuits,MN,USA,NULL,2014,t,1398,32,34,1,67,0.4851
5272,Argobots,TX,USA,NULL,2014,f,1470,4,8,0,12,0.3333
5273,desert robot,NULL,Israel,isr,2014,f,1454,19,32,0,51,0.3725
5274,Wolverines,CA,USA,NULL,2014,t,1566,73,88,1,162,0.4537
5275,T.I.M.E.-Bots,MN,USA,NULL,2014,t,1370,47,50,1,98,0.4847
5276,Edgar Allan Ohms,FL,USA,NULL,2014,t,1524,43,48,0,91,0.4725
5277,Rowville SC,NULL,Australia,NULL,2014,f,1349,3,9,0,12,0.25
5278,Los Clasicos,MN,USA,NULL,2014,t,1455,32,46,2,80,0.4125
5279,Bionic Eagles,VA,USA,chs,2014,f,1425,113,103,10,226,0.5221
5282,Railroader Robotics,MI,USA,fim,2014,t,1442,117,126,2,245,0.4816
5283,Torque,FL,USA,NULL,2014,f,1396,37,58,0,95,0.3895
5285,Sea Kings Robotics,CA,USA,NULL,2014,t,1474,68,83,3,154,0.4513
5286,Trojonix,ME,USA,ne,2014,f,1519,21,31,1,53,0.4057
5287,FLARE,TX,USA,NULL,2014,f,1516,2,8,0,10,0.2
5288,Spartan Robotics,ON,Canada,ont,2014,f,1512,56,70,0,126,0.4444
5289,Medabots,NY,USA,NULL,2014,f,1448,11,8,0,19,0.5789
5290,Mechanical Howl,MN,USA,NULL,2014,f,1481,29,37,1,67,0.4403
5291,Emperius,NULL,Israel,isr,2014,t,1526,114,127,1,242,0.4731
5292,Cougar-Tron Squad,AB,Canada,NULL,2014,f,1385,4,9,0,13,0.3077
5293,Metal Crusaders,GA,USA,pch,2014,t,1468,117,143,4,264,0.4508
5295,Aldernating Current,WA,USA,pnw,2014,t,1526,110,167,2,279,0.3978
5296,Iron Falcons,AB,Canada,NULL,2014,f,1465,11,20,0,31,0.3548
5297,BOLTZAP,NULL,China,NULL,2014,f,1412,19,24,0,43,0.4419
5298,E-TECH CHARGERS,NY,USA,NULL,2014,t,1478,56,80,2,138,0.413
5299,Winger Tech,MN,USA,NULL,2014,f,1451,32,46,2,80,0.4125
5301,RBT,NULL,China,NULL,2014,f,1418,2,10,0,12,0.1667
5302,Transformers,NULL,China,NULL,2014,f,1546,7,5,0,12,0.5833
5304,Stone,NULL,China,NULL,2014,f,1491,4,8,0,12,0.3333
5306,R2,NULL,China,NULL,2014,f,1480,8,26,0,34,0.2353
5307,Mechanical Dragon,NULL,China,NULL,2014,f,1469,15,17,1,33,0.4697
5308,Wuhan Yangtze,NULL,China,NULL,2014,f,1435,31,40,0,71,0.4366
5310,Mecha Ravens,NJ,USA,fma,2014,t,1477,63,118,1,182,0.3489
5311,Colombian Space Stars,NULL,Colombia,NULL,2014,f,1385,5,6,0,11,0.4545
5312,Lobotics - Peñoles,NULL,Mexico,NULL,2014,t,1411,87,94,1,182,0.4808
5314,Ice Bots,MI,USA,fim,2014,t,1580,138,135,6,279,0.5054
5316,The Architects,MI,USA,fim,2014,f,1540,73,90,1,164,0.4482
5317,@RedhawkRobotics,SC,USA,pch,2014,f,1495,30,39,0,69,0.4348
5318,DigiDigger,SD,USA,NULL,2014,f,1481,29,33,0,62,0.4677
5320,Cyber Hornets,TX,USA,NULL,2014,f,1450,15,27,0,42,0.3571
5323,Mechanized Mayhem,VA,USA,NULL,2014,f,1365,7,12,0,19,0.3684
5324,Hawks,ON,Canada,ont,2014,f,1443,23,35,1,59,0.3983
5325,Hurricanes,LA,USA,NULL,2014,f,1383,16,21,0,37,0.4324
5326,Optimus PRIN,MO,USA,NULL,2014,f,1442,47,48,1,96,0.4948
5327,Griffin Robotics,SC,USA,NULL,2014,f,1385,30,33,1,64,0.4766
5329,Agents of S(A^3)S,FL,USA,NULL,2014,f,1471,27,33,0,60,0.45
5331,Lightning Bots,NULL,Australia,NULL,2014,t,1467,55,61,1,117,0.4744
5332,Toaster Tech,GA,USA,pch,2014,f,1498,129,136,4,269,0.487
5333,Can't C#,NULL,Australia,NULL,2014,f,1521,39,41,1,81,0.4877
5335,Falcons,FL,USA,NULL,2014,f,1465,4,8,0,12,0.3333
5336,Longhorn ,GA,USA,pch,2014,f,1401,15,26,0,41,0.3659
5337,Real Steel,SC,USA,NULL,2014,f,1349,5,4,0,9,0.5556
5338,RoboLoCo,VA,USA,chs,2014,t,1562,188,169,6,363,0.5262
5339,Hurricanes,MN,USA,NULL,2014,t,1423,33,63,4,100,0.35
5340,FAIRmingos,MN,USA,NULL,2014,f,1400,22,33,0,55,0.4
5344,Rhinos,NULL,Mexico,NULL,2014,f,1356,47,71,1,119,0.3992
5345,BOLTS,UT,USA,NULL,2014,f,1401,4,8,0,12,0.3333
5346,Atlas Engineering,UT,USA,NULL,2014,f,1474,10,11,1,22,0.4773
5347,Gryphons,MA,USA,ne,2014,t,1442,66,118,4,188,0.3617
5348,Charger Robotics,MN,USA,NULL,2014,t,1601,64,54,1,119,0.542
5349,RoboEagles,NY,USA,NULL,2014,f,1444,13,13,0,26,0.5
5350,Hope Robotics,IL,USA,NULL,2014,f,1404,29,41,0,70,0.4143
5400,WARP,MA,USA,ne,2015,f,1426,12,35,1,48,0.2604
5401,Fightin' Robotic Owls,PA,USA,fma,2015,t,1468,167,151,4,322,0.5248
5402,Wreckless Robotics,IN,USA,fin,2015,t,1541,83,118,4,205,0.4146
5403,Aluminosity,IN,USA,fin,2015,f,1517,87,116,2,205,0.4293
5404,Gearaffes,PA,USA,fma,2015,f,1686,135,117,4,256,0.5352
5405,Red Bank High School,TN,USA,NULL,2015,f,1411,4,4,0,8,0.5
5406,Celt-X,ON,Canada,ont,2015,t,1644,287,131,6,424,0.684
5407,Wolfpack Robotics,PA,USA,fma,2015,t,1436,163,165,3,331,0.497
5408,KENNEDYcache,ON,Canada,ont,2015,t,1444,57,72,4,133,0.4436
5409,Chargers,ON,Canada,ont,2015,t,1623,137,119,2,258,0.5349
5410,Eaglebotics,FL,USA,NULL,2015,t,1423,116,143,2,261,0.4483
5411,RoboTalons,TX,USA,fit,2015,t,1638,115,112,2,229,0.5066
5412,Impossible Robotics,NULL,Netherlands,NULL,2015,t,1450,25,41,0,66,0.3788
5413,Stellar Robotics,OH,USA,NULL,2015,t,1539,111,86,6,203,0.5616
5414,Pearadox,TX,USA,fit,2015,t,1696,214,141,1,356,0.6025
5415,Bears,NULL,Mexico,NULL,2015,f,1608,22,13,0,35,0.6286
5416,TaRDIS,TX,USA,NULL,2015,f,1546,21,17,0,38,0.5526
5417,Eagle Robotics,TX,USA,fit,2015,t,1585,144,150,3,297,0.4899
5418,The Sonic Screwdrivers,OH,USA,NULL,2015,f,1467,22,44,0,66,0.3333
5419,Berkelium,CA,USA,NULL,2015,t,1639,95,66,3,164,0.5884
5420,Velocity,NJ,USA,fma,2015,f,1588,101,119,2,222,0.4595
5421,Birch Bots,NY,USA,NULL,2015,t,1507,37,40,0,77,0.4805
5422,Stormgears FRC,MA,USA,ne,2015,t,1468,108,190,3,301,0.3638
5423,HopCo  Robo,KY,USA,NULL,2015,f,1431,10,19,1,30,0.35
5424,Rogue Robots,MI,USA,fim,2015,t,1564,140,130,4,274,0.5182
5425,RVA Coder Collective,VA,USA,chs,2015,f,1413,4,3,1,8,0.5625
5426,E.J. Lajeunesse,ON,Canada,ont,2015,f,1465,62,70,1,133,0.4699
5427,Steel Talons,TX,USA,fit,2015,t,1579,115,119,3,237,0.4916
5428,Breaking Bots,ON,Canada,ont,2015,f,1520,43,55,3,101,0.4406
5429,Black Knights,NV,USA,NULL,2015,t,1451,76,71,3,150,0.5167
5430,Pirate Robolution,CA,USA,NULL,2015,t,1451,54,92,0,146,0.3699
5431,Titan Robotics,TX,USA,fit,2015,t,1556,177,132,2,311,0.5723
5432,AutoPilots,CA,USA,NULL,2015,f,1404,9,20,1,30,0.3167
5433,Blinding Light,NY,USA,NULL,2015,f,1456,6,15,0,21,0.2857
5434,Falcon Robotics,MN,USA,NULL,2015,t,1605,82,66,1,149,0.5537
5436,Cyber Cats,MI,USA,fim,2015,t,1590,171,150,2,323,0.5325
5437,Rocky Balboabots,AR,USA,NULL,2015,t,1415,118,122,2,242,0.4917
5438,Technological Terrors,NJ,USA,fma,2015,t,1494,90,102,3,195,0.4692
5439,Huskies,QC,Canada,NULL,2015,t,1617,54,56,2,112,0.4911
5440,Les Chevaliers,QC,Canada,NULL,2015,t,1397,35,44,3,82,0.4451
5441,Arsenal,QC,Canada,NULL,2015,f,1464,4,6,0,10,0.4
5442,Mechanical Monarchy,IL,USA,NULL,2015,t,1540,101,94,6,201,0.5174
5443,Les PATenteux,QC,Canada,NULL,2015,t,1449,43,56,2,101,0.4356
5444,VObotik,QC,Canada,NULL,2015,f,1430,11,11,0,22,0.5
5445,Rushing Peacock,NULL,China,NULL,2015,f,1387,19,24,1,44,0.4432
5446,Pink Detectives,NC,USA,fnc,2015,f,1497,30,26,0,56,0.5357
5447,Team Robotica,MI,USA,fim,2015,f,1392,37,61,0,98,0.3776
5448,The Dancing Bots,MI,USA,fim,2015,f,1425,78,111,3,192,0.4141
5449,Prototype,NULL,China,NULL,2015,f,1507,53,48,2,103,0.5243
5450,SHREC 5450,OR,USA,pnw,2015,f,1484,108,127,1,236,0.4597
5451,Supernova,NULL,China,NULL,2015,f,1618,44,24,0,68,0.6471
5452,Aurora Robot,NULL,China,NULL,2015,f,1413,8,12,0,20,0.4
5453,RED COMET,NULL,China,NULL,2015,f,1499,60,48,0,108,0.5556
5454,Obsidian,AR,USA,NULL,2015,t,1616,105,101,6,212,0.5094
5457,Falcobots,NJ,USA,fma,2015,t,1352,65,111,3,179,0.3715
5458,Digital Minds,CA,USA,NULL,2015,t,1598,106,100,2,208,0.5144
5459,Ipswich TIGERS,MA,USA,ne,2015,t,1508,79,114,3,196,0.4107
5460,Strike Zone,MI,USA,fim,2015,t,1751,317,161,6,484,0.6612
5461,Victorian Engineered Robotic Nation or V.E.R.N.,ID,USA,NULL,2015,t,1564,53,76,1,130,0.4115
5462,2PawR (2PawRobotics),MI,USA,fim,2015,t,1604,150,145,6,301,0.5083
5463,Iron Eagles,NV,USA,NULL,2015,f,1484,3,9,0,12,0.25
5464,Bluejacket Robotics,MN,USA,NULL,2015,t,1546,87,79,1,167,0.524
5465,Binary Bots,AZ,USA,NULL,2015,f,1385,31,40,0,71,0.4366
5467,RoboTractors,MI,USA,fim,2015,t,1401,99,111,0,210,0.4714
5468,Chaos Theory,OR,USA,pnw,2015,t,1539,206,205,5,416,0.5012
5469,FLARE,TX,USA,NULL,2015,f,1434,11,12,1,24,0.4792
5470,The Cowpunchers,MI,USA,fim,2015,t,1425,70,102,2,174,0.408
5471,W.Hi.R.R.,ME,USA,ne,2015,f,1457,35,64,0,99,0.3535
5472,The Wyld Stallyns,FL,USA,NULL,2015,t,1707,208,144,4,356,0.5899
5473,Team Spitfire.,MI,USA,fim,2015,f,1474,51,71,3,125,0.42
5474,Clairemonster,CA,USA,NULL,2015,t,1537,37,58,0,95,0.3895
5475,Thunder,AZ,USA,NULL,2015,f,1489,16,10,0,26,0.6154
5476,Y Bridge 4H,MO,USA,NULL,2015,f,1451,7,14,1,22,0.3409
5477,NuBotX - National University Academy Robotics Experience,CA,USA,NULL,2015,f,1480,31,50,1,82,0.3841
5478,Pershing Doughbots,MI,USA,fim,2015,t,1413,82,115,4,201,0.4179
5479,Cafe Bot,MO,USA,NULL,2015,f,1520,15,17,2,34,0.4706
5480,FYRE,NV,USA,NULL,2015,t,1485,28,49,0,77,0.3636
5482,Roarbotics,GA,USA,pch,2015,f,1488,65,84,1,150,0.4367
5483,GD-Bots,ON,Canada,ont,2015,f,1594,53,74,1,128,0.418
5484,Career Academy Robotics - Wolf Pack,IN,USA,fin,2015,t,1633,222,208,9,439,0.5159
5485,Manual T-Bots,CO,USA,NULL,2015,f,1368,6,14,1,21,0.3095
5486,Robotic Turmoil,MI,USA,fim,2015,t,1417,78,107,3,188,0.4229
5487,Tiger Robotics,MI,USA,fim,2015,f,1410,31,45,1,77,0.4091
5489,CSI Golden Eagle Robotics,ID,USA,NULL,2015,f,1580,36,25,0,61,0.5902
5490,The Dark Byte,PA,USA,fma,2015,t,1402,65,123,1,189,0.3466
5491,Hard Reset,MA,USA,ne,2015,t,1391,66,101,0,167,0.3952
5492,Winner's Circle Robo Jockey's,KY,USA,NULL,2015,t,1530,95,98,2,195,0.4923
5493,SMAbotics AG,CO,USA,NULL,2015,t,1451,47,73,0,120,0.3917
5494,Bizarbots Robotics,MA,USA,ne,2015,t,1469,68,104,0,172,0.3953
5495,Aluminati,WA,USA,pnw,2015,f,1488,57,69,3,129,0.4535
5496,Robo Knights,CA,USA,NULL,2015,f,1470,75,71,1,147,0.5136
5497,Foxes,OR,USA,pnw,2015,f,1430,6,18,0,24,0.25
5498,The Wired Devils,MI,USA,fim,2015,t,1516,111,136,1,248,0.4496
5499,The Bay Orangutans,CA,USA,NULL,2015,f,1617,105,78,3,186,0.5726
5500,Jaguars Robotics & ROVs,CA,USA,NULL,2015,t,1443,17,48,1,66,0.2652
5501,Bobcats,MI,USA,fim,2015,t,1467,142,129,1,272,0.5239
5502,Cobrots,MI,USA,fim,2015,f,1566,101,101,2,204,0.5
5503,Smithville Tiger Trons,TX,USA,fit,2015,t,1467,72,91,2,165,0.4424
5504,The Loose Connections,MI,USA,fim,2015,t,1364,79,119,3,201,0.4005
5505,V2 - Volts Squared,MI,USA,fim,2015,t,1611,259,178,5,442,0.5916
5506,Midcoast MAINEiacs Robotics Team,ME,USA,ne,2015,f,1474,45,63,2,110,0.4182
5507,Robotic Eagles,CA,USA,NULL,2015,t,1623,79,66,2,147,0.5442
5508,Wolfbots,TN,USA,NULL,2015,f,1549,24,20,0,44,0.5455
5509,Like a Boss,MI,USA,fim,2015,t,1375,179,174,4,357,0.507
5510,The Da Vinci Coders,CA,USA,NULL,2015,f,1415,38,41,2,81,0.4815
5511,Cortechs Robotics,NC,USA,fnc,2015,t,1471,190,164,10,364,0.5357
5512,Pizza Mecánica,NULL,Chile,NULL,2015,f,1386,21,42,2,65,0.3385
5513,Monroe Robotics,CA,USA,NULL,2015,f,1400,4,5,0,9,0.4444
5514,LCC MavBots,CA,USA,NULL,2015,f,1456,21,33,0,54,0.3889
5515,Blue Power Robotics,NULL,China,NULL,2015,f,1475,66,68,1,135,0.4926
5516,Iron Maple,NULL,China,NULL,2015,f,1473,35,47,1,83,0.4277
5517,The Engineers on Fire,MI,USA,fim,2015,t,1474,126,130,5,261,0.4923
5518,Techno Wolves,NC,USA,fnc,2015,t,1568,134,126,2,262,0.5153
5519,LASS Robotics,ON,Canada,ont,2015,f,1486,28,46,3,77,0.3831
5520,Duck and Cover,VA,USA,chs,2015,f,1386,3,7,1,11,0.3182
5521,WOLF TEAM ROBOTICS,NULL,Colombia,NULL,2015,f,1390,3,6,0,9,0.3333
5522,Stargazer,NULL,China,NULL,2015,f,1434,41,35,1,77,0.539
5523,Redneck RoboWarriors,MI,USA,fim,2015,f,1445,73,105,6,184,0.413
5524,MacroProcessors,MI,USA,fim,2015,f,1425,86,81,0,167,0.515
5525,Alcona Tool Cats,MI,USA,fim,2015,t,1477,91,116,8,215,0.4419
5526,Type C - Peñoles,NULL,Mexico,NULL,2015,t,1578,120,126,2,248,0.4879
5527,Cyber Phoenix,MI,USA,fim,2015,t,1433,61,99,3,163,0.3834
5528,Ultime,QC,Canada,NULL,2015,t,1556,101,77,0,178,0.5674
5529,Visalia Vanquishers,CA,USA,NULL,2015,f,1528,14,18,0,32,0.4375
5530,The Greenhills Lawnmowers,MI,USA,fim,2015,t,1500,151,142,2,295,0.5153
5531,Orange Crush,MI,USA,fim,2015,t,1390,95,135,3,233,0.4142
5532,The Panther Bots,MI,USA,fim,2015,t,1394,61,116,3,180,0.3472
5533,Electric Horse Power,MI,USA,fim,2015,t,1387,88,119,4,211,0.4265
5534,Onaway Onabots,MI,USA,fim,2015,t,1552,105,143,4,252,0.4246
5535,Bionic Bison,MI,USA,fim,2015,t,1549,133,148,4,285,0.4737
5536,Titan Alliance,GA,USA,pch,2015,f,1491,44,57,4,105,0.4381
5537,Dia and the Brobots feat. J-Kwelin,IA,USA,NULL,2015,f,1502,3,9,0,12,0.25
5538,Vikingbots,MI,USA,fim,2015,t,1422,95,120,4,219,0.4429
5539,DVHS Cyborgs,AZ,USA,NULL,2015,t,1460,26,41,1,68,0.3897
5540,Lincoln High School Tigers,CA,USA,NULL,2015,f,1421,7,10,0,17,0.4118
5541,Sabers,MN,USA,NULL,2015,t,1403,34,57,0,91,0.3736
5542,RoboHerd,MN,USA,NULL,2015,f,1476,22,32,2,56,0.4107
5543,M.I.N.T.T.Z - Mechanically Insane Nerdy Tech Teenz,NC,USA,NULL,2015,f,1437,4,6,0,10,0.4
5544,SWIFT Robotics,NC,USA,fnc,2015,f,1590,107,96,0,203,0.5271
5546,⚒️ A.R.T. ⚒️,VA,USA,chs,2015,f,1411,132,113,6,251,0.5378
5547,The Talons,MI,USA,fim,2015,t,1546,137,141,3,281,0.4929
5548,Psi Factor,OK,USA,NULL,2015,f,1502,10,10,0,20,0.5
5549,Gryphon Robotics,VA,USA,chs,2015,t,1511,99,126,4,229,0.441
5550,BRONChO BOTS,OK,USA,NULL,2015,t,1490,65,85,3,153,0.4346
5551,Harding Revolution,TN,USA,NULL,2015,f,1399,12,18,0,30,0.4
5552,SENSORED,WI,USA,NULL,2015,f,1401,6,23,0,29,0.2069
5553,Robo'Lyon,NULL,France,NULL,2015,t,1533,68,52,3,123,0.565
5554,The Poros Robotics,NULL,Israel,isr,2015,t,1515,137,145,6,288,0.4861
5555,Spartans,MI,USA,fim,2015,t,1532,109,123,0,232,0.4698
5556,Carriagetown Robotics,MA,USA,ne,2015,f,1484,67,85,3,155,0.4419
5557,BB-R8ERS,FL,USA,NULL,2015,t,1560,46,63,2,111,0.4234
5558,Ad Astra,NULL,Turkey,NULL,2015,f,1474,12,26,0,38,0.3158
5559,Gear Grinders,MI,USA,fim,2015,t,1440,86,114,2,202,0.4307
5560,Central Lake Trobotics,MI,USA,fim,2015,t,1526,103,92,3,198,0.5278
5561,Raider Robotics,MI,USA,fim,2015,t,1607,176,135,2,313,0.5655
5562,AnchorBots,MI,USA,fim,2015,t,1398,88,141,4,233,0.3863
5563,Phalanx,MA,USA,ne,2015,t,1508,108,138,3,249,0.4398
5564,GRANBOTS,NULL,Australia,NULL,2015,t,1326,28,45,1,74,0.3851
5565,Auburn Girls,NULL,Australia,NULL,2015,f,1367,3,9,0,12,0.25
