team,name,state,country,district,rookie_year,active,norm_epa,wins,losses,ties,count,winrate
6520,GreenAms Robotics Team,NULL,Vietnam,NULL,2017,t,1416,20,38,1,59,0.3475
6522,Tomaree High School,NULL,Australia,NULL,2017,f,1457,3,8,1,12,0.2917
6523,Condobolin,NULL,Australia,NULL,2017,f,1425,10,9,0,19,0.5263
6524,Wilder Wolves FRC,NULL,Australia,NULL,2017,f,1440,12,21,1,34,0.3676
6525,Greater Sydney Robotics,NULL,Australia,NULL,2017,f,1459,12,15,0,27,0.4444
6526,Cyber Rangers,TX,USA,fit,2017,t,1356,32,59,2,93,0.3548
6527,Short SirKit,FL,USA,NULL,2017,t,1435,20,22,2,44,0.4773
6528,Terror Bytes,MI,USA,fim,2017,t,1469,57,73,1,131,0.4389
6529,Beantown Blitz,MA,USA,ne,2017,f,1382,40,73,2,115,0.3565
6530,Ra,AZ,USA,NULL,2017,f,1447,25,25,2,52,0.5
6531,Redhawks,MI,USA,fim,2017,f,1440,21,27,0,48,0.4375
6532,TechnoPaths,MI,USA,fim,2017,t,1482,56,75,0,131,0.4275
6533,BeaverTech,MI,USA,fim,2017,t,1401,47,82,4,133,0.3684
6534,Saints Scholars,MI,USA,fim,2017,f,1389,4,20,0,24,0.1667
6535,Edison Sustainabots,CA,USA,NULL,2017,f,1372,9,20,1,30,0.3167
6536,TheDarkSide,IA,USA,NULL,2017,f,1423,5,13,0,18,0.2778
6537,WIHS Robotics,ON,Canada,ont,2017,f,1456,22,50,2,74,0.3108
6538,Linc-Bots,MI,USA,fim,2017,t,1437,97,97,2,196,0.5
6540,Dynamo,QC,Canada,NULL,2017,t,1378,11,26,0,37,0.2973
6541,T-FROGS,NULL,France,NULL,2017,f,1443,5,22,1,28,0.1964
6542,Technomancers,KS,USA,NULL,2017,f,1442,18,17,1,36,0.5139
6543,pumaTECH,VA,USA,chs,2017,f,1458,37,60,3,100,0.385
6544,A-Team Robotics,ON,Canada,ont,2017,f,1578,52,67,4,123,0.439
6545,Tawas Braves,MI,USA,fim,2017,f,1434,35,43,2,80,0.45
6546,Naatsisʼáán Robotics,UT,USA,NULL,2017,f,1447,29,33,0,62,0.4677
6547,Flaming Metal Robotics,TX,USA,fit,2017,f,1459,26,37,3,66,0.4167
6548,Perry RAMBOTS,MI,USA,fim,2017,t,1578,128,121,3,252,0.5139
6550,Wildcat Robotics,MI,USA,fim,2017,f,1469,42,39,0,81,0.5185
6552,RoboCats,MI,USA,fim,2017,f,1386,31,63,2,96,0.3333
6553,Roboticus,CA,USA,NULL,2017,f,1462,13,23,1,37,0.3649
6554,Phoenix Robotics,CA,USA,NULL,2017,f,1368,17,17,1,35,0.5
6556,Spartan Robotics,MI,USA,fim,2017,t,1455,67,85,8,160,0.4437
6557,S.R.U - Special Robotics Unit,MI,USA,fim,2017,f,1446,33,52,1,86,0.3895
6558,Aluminum Sting,MI,USA,fim,2017,t,1449,66,96,2,164,0.4085
6559,Bay-Arenac,MI,USA,fim,2017,f,1457,16,38,0,54,0.2963
6560,Charging Champions,CA,USA,NULL,2017,t,1632,132,93,3,228,0.5855
6561,Omecha Wolf Pack,MI,USA,fim,2017,t,1442,57,87,4,148,0.3986
6562,She Heroes,TX,USA,NULL,2017,f,1359,5,4,1,10,0.55
6563,ROBO CORR,BC,Canada,NULL,2017,f,1359,8,13,0,21,0.381
6564,TDSS Titans,ON,Canada,ont,2017,f,1433,22,40,2,64,0.3594
6565,Team Bobcat,NC,USA,fnc,2017,f,1393,67,85,4,156,0.4423
6566,Battering Rams,MI,USA,fim,2017,t,1453,56,78,1,135,0.4185
6567,The Broken Drill Bits,MI,USA,fim,2017,t,1474,51,66,1,118,0.4364
6568,Decatur Robotics Team,MI,USA,fim,2017,f,1431,33,38,1,72,0.4653
6569,Gladiators,MI,USA,fim,2017,t,1551,140,111,5,256,0.5566
6570,Whiteford Bobcats,MI,USA,fim,2017,t,1547,68,83,3,154,0.4513
6571,Lakeview Wildcats,MI,USA,fim,2017,f,1413,3,20,1,24,0.1458
6573,Alanson Viking Robotics,MI,USA,fim,2017,f,1535,56,55,3,114,0.5044
6574,Ferradermis,WI,USA,NULL,2017,t,1595,87,69,2,158,0.557
6575,Tempe T-Rex,NULL,Australia,NULL,2017,t,1404,21,31,2,54,0.4074
6579,Komplete Kaos Inc,NULL,Australia,NULL,2017,f,1507,73,42,0,115,0.6348
6580,Positive Charge,MI,USA,fim,2017,f,1612,65,73,2,140,0.4714
6581,Hancock Robotics,MI,USA,fim,2017,f,1396,33,74,1,108,0.3102
6582,Vestabots,MI,USA,fim,2017,f,1531,56,50,2,108,0.5278
6583,Human Error,MI,USA,fim,2017,f,1461,21,50,1,72,0.2986
6584,AHC Transformers,MD,USA,chs,2017,f,1480,35,55,0,90,0.3889
6585,Hózhóogo Naasháa Doo (Walk in Beauty),AZ,USA,NULL,2017,f,1473,7,13,0,20,0.35
6586,Tuskin' Raiders,AR,USA,NULL,2017,t,1484,40,53,1,94,0.4309
6587,WCA Cougars,MI,USA,fim,2017,f,1433,0,0,0,0,0
6588,Counter-Torque Robotics,MI,USA,fim,2017,t,1426,65,83,3,151,0.4404
6589,Cardinal Robotics,MI,USA,fim,2017,f,1429,27,45,2,74,0.3784
6590,SaviTech,NY,USA,NULL,2017,t,1514,21,34,1,56,0.3839
6591,Panther Powered Robotics 6591,MI,USA,fim,2017,t,1381,90,86,4,180,0.5111
6592,Sexton Redbots,MI,USA,fim,2017,f,1441,23,55,1,79,0.2975
6593,HyperDrive Robotics,NY,USA,NULL,2017,t,1479,24,32,0,56,0.4286
6594,EV ROBOTICS,MI,USA,fim,2017,f,1418,28,49,1,78,0.3654
6595,QUAKE,MI,USA,fim,2017,f,1439,31,55,0,86,0.3605
6597,Eagles,MI,USA,fim,2017,f,1459,33,42,0,75,0.44
6599,Northport Wildcats,MI,USA,fim,2017,f,1432,29,55,0,84,0.3452
6600,Tech Heads,MI,USA,fim,2017,f,1488,23,48,1,72,0.3264
6601,Easy Company,NY,USA,NULL,2017,f,1402,8,14,0,22,0.3636
6602,Belle Bots,AR,USA,NULL,2017,f,1413,6,3,0,9,0.6667
6604,Tecmilenio - Equipo ITAC - 6604,NULL,Mexico,NULL,2017,f,1444,9,12,0,21,0.4286
6605,Prepa Tecmilenio -  Imperium Fons,NULL,Mexico,NULL,2017,t,1457,17,38,0,55,0.3091
6606,Prepa Tecmilenio PINK HAWKS 6606,NULL,Mexico,NULL,2017,t,1481,33,49,0,82,0.4024
6607,Tecmilenio - ARMY ROBOT TECHNOLOGY - 6607,NULL,Mexico,NULL,2017,f,1400,4,5,1,10,0.45
6608,Prepa Tecmilenio - ARCADIA,NULL,Mexico,NULL,2017,t,1392,34,42,0,76,0.4474
6609,Suwannee Bulldogs,FL,USA,NULL,2017,f,1408,2,6,0,8,0.25
6610,Robot Roll Call,MI,USA,fim,2017,t,1463,55,95,3,153,0.3693
6611,WolverBots,MI,USA,fim,2017,f,1425,23,48,1,72,0.3264
6612,NexGen Robotics,CA,USA,NULL,2017,f,1441,5,21,0,26,0.1923
6613,Gogebic Range Robotics,WI,USA,NULL,2017,f,1533,30,16,0,46,0.6522
6614,ROBOTEDIST,NULL,Turkey,NULL,2017,f,1422,1,7,0,8,0.125
6615,Bellevillains,MI,USA,fim,2017,t,1500,63,68,0,131,0.4809
6616,Mechanical Pumas,MI,USA,fim,2017,t,1361,59,79,2,140,0.4286
6617,NASA BHS Black Hawks Robotics Club,MA,USA,ne,2017,f,1428,9,15,0,24,0.375
6618,WARHBOTS,MI,USA,fim,2017,t,1498,128,98,0,226,0.5664
6619,GravitechX,CA,USA,NULL,2017,t,1462,34,69,0,103,0.3301
6620,The Northmengineers,RI,USA,ne,2017,t,1445,55,93,4,152,0.375
6621,6621- Artemis Robotics,NY,USA,NULL,2017,t,1481,33,60,1,94,0.3564
6622,Stan Robotix,QC,Canada,NULL,2017,t,1449,27,38,1,66,0.4167
6624,Marinette RoboMarines,WI,USA,NULL,2017,f,1552,7,20,2,29,0.2759
6626,Robohana,SC,USA,pch,2017,f,1420,15,19,1,35,0.4429
6627,Niles Nordic Knights,MI,USA,fim,2017,f,1371,23,50,1,74,0.3176
6628,KMS BOTKICKERS,MN,USA,NULL,2017,t,1518,31,41,2,74,0.4324
6630,F.U.N.  (Fiercely Uknighted Nation),IA,USA,NULL,2017,f,1528,35,32,0,67,0.5224
6631,Rocket Robotics,MI,USA,fim,2017,t,1453,48,74,2,124,0.3952
6632,Northview Robotics,ON,Canada,ont,2017,f,1522,38,61,0,99,0.3838
6633,Robo-Elephants,MI,USA,fim,2017,f,1364,17,32,1,50,0.35
6634,Tecmilenio Phoenix Forces 6634,NULL,Mexico,NULL,2017,f,1407,4,7,0,11,0.3636
6635,JaXon Falcon Works,MI,USA,fim,2017,f,1540,31,50,0,81,0.3827
6636,Full Metal Beavers,NY,USA,NULL,2017,t,1382,32,53,0,85,0.3765
6637,BetaWolves,MI,USA,fim,2017,t,1559,140,112,5,257,0.5545
6638,Fulton Pirates,MI,USA,fim,2017,f,1455,31,53,0,84,0.369
6639,The Mechanical Minds,NC,USA,fnc,2017,t,1397,55,91,2,148,0.3784
6640,Metal Eagles,AR,USA,NULL,2017,f,1543,27,27,0,54,0.5
6641,GSLRobotX,NULL,Turkey,NULL,2017,f,1405,4,7,0,11,0.3636
6642,Harrison Stingers of Steel,MI,USA,fim,2017,t,1430,59,103,1,163,0.365
6643,Walden Robotics,WI,USA,NULL,2017,t,1416,14,37,3,54,0.287
6644,Atomic Automatons,CA,USA,NULL,2017,f,1390,13,12,1,26,0.5192
6645,Alloy Obsession,TX,USA,fit,2017,t,1514,55,74,2,131,0.4275
6646,Belton Robotics Spacemakers,TX,USA,fit,2017,f,1388,36,39,5,80,0.4813
6647,PrepaTec - VOLTEC Robotics,NULL,Mexico,NULL,2017,t,1520,119,91,2,212,0.566
6648,MechaSpartans,NY,USA,NULL,2017,t,1449,24,36,0,60,0.4
6649,CHA Circuits ,MI,USA,fim,2017,f,1486,12,26,0,38,0.3158
6650,Tribebots,CA,USA,NULL,2017,f,1473,4,4,1,9,0.5
6651,Golden Bots,IL,USA,NULL,2017,t,1396,45,61,1,107,0.4252
6652,Tigres,NULL,Mexico,NULL,2017,t,1468,60,104,1,165,0.3667
6654,Central Robobcatics,TN,USA,NULL,2017,f,1359,6,14,0,20,0.3
6655,Texan Robotics,TX,USA,fit,2017,f,1464,26,50,0,76,0.3421
6656,Ryu Botics,AZ,USA,NULL,2017,t,1476,25,35,1,61,0.418
6657,Arborbotics,CA,USA,NULL,2017,t,1528,44,58,0,102,0.4314
6658,Rockbotics,CA,USA,NULL,2017,t,1528,30,52,2,84,0.369
6659,CouBots,CA,USA,NULL,2017,f,1427,12,12,2,26,0.5
6660,MarkerBots,MO,USA,NULL,2017,f,1401,7,23,1,31,0.2419
6662,FalconX,CA,USA,NULL,2017,t,1513,27,49,2,78,0.359
6663,Kamikaze Krew,MN,USA,NULL,2017,f,1366,1,7,0,8,0.125
6664,LADYBOTS,TX,USA,fit,2017,f,1370,18,25,1,44,0.4205
6665,Nuns and Bolts,CA,USA,NULL,2017,t,1412,33,50,0,83,0.3976
6666,Hephaestus,NULL,Mexico,NULL,2017,f,1371,25,35,0,60,0.4167
6667,STEM Clippers,PA,USA,fma,2017,f,1368,12,22,0,34,0.3529
6668,Scorpion,CA,USA,NULL,2017,f,1424,22,34,1,57,0.3947
6669,ATL Eagles Robotics,FL,USA,NULL,2017,f,1431,6,12,0,18,0.3333
6670,Red Cat Robots,WI,USA,NULL,2017,f,1469,11,19,0,30,0.3667
6671,Adamas Robotics,TX,USA,fit,2017,f,1538,8,8,1,17,0.5
6672,Fusion Corps,TX,USA,fit,2017,t,1776,201,80,2,283,0.7138
6673,Alexis Tech Warriors,AB,Canada,NULL,2017,f,1392,4,5,0,9,0.4444
6674,MIT Iron Eagles,AZ,USA,NULL,2017,f,1492,25,24,1,50,0.51
6675,Ingenious Innovators,CT,USA,ne,2017,f,1522,12,15,1,28,0.4464
6676,Prepa Tecmilenio - Thunder Hawks - 6676,NULL,Mexico,NULL,2017,t,1410,21,40,1,62,0.3468
6677,Team Avengers,MS,USA,NULL,2017,f,1398,8,18,0,26,0.3077
6679,TESLA Robotics,AB,Canada,NULL,2017,f,1543,17,11,0,28,0.6071
6680,TRIObotics,ID,USA,NULL,2017,f,1480,18,25,0,43,0.4186
6682,A.S.T.R.O. Vikings,NM,USA,fit,2017,t,1424,26,56,3,85,0.3235
6683,The ROAR-Botics,AZ,USA,NULL,2017,f,1434,9,14,0,23,0.3913
6684,RoboCats,TX,USA,NULL,2017,f,1472,5,15,0,20,0.25
6685,Amped Up,FL,USA,NULL,2017,f,1440,10,18,1,29,0.3621
6686,Bionic Broncos,FL,USA,NULL,2017,t,1330,20,34,1,55,0.3727
6687,Owltronics,TX,USA,NULL,2017,f,1436,3,5,0,8,0.375
6688,West Valley Middle College Robotics Team,CA,USA,NULL,2017,f,1369,4,14,0,18,0.2222
6689,Robit,NULL,Mexico,NULL,2017,f,1406,2,8,0,10,0.2
6690,MV roboPride,NH,USA,ne,2017,t,1433,72,89,0,161,0.4472
6691,Torque,NH,USA,ne,2017,f,1514,52,67,0,119,0.437
6692,Robofalcons,CA,USA,NULL,2017,f,1391,10,18,1,29,0.3621
6693,TrailBLAZERS,SC,USA,pch,2017,f,1359,9,29,0,38,0.2368
6694,INNOBOTICS,NULL,Mexico,NULL,2017,t,1431,37,29,0,66,0.5606
6695,Alpha Knights,CA,USA,NULL,2017,t,1526,44,51,2,97,0.4639
6696,Cardinal Dynamics,OR,USA,pnw,2017,t,1441,64,80,3,147,0.4456
6697,EUROBOTICS,NULL,Turkey,NULL,2017,f,1409,14,22,0,36,0.3889
6699,Thunder Robotics,CA,USA,NULL,2017,f,1445,12,12,0,24,0.5
6700,Patriot Robotics,AB,Canada,NULL,2017,f,1378,14,18,0,32,0.4375
6701,Phoenix,SK,Canada,NULL,2017,f,1375,9,22,0,31,0.2903
6702,PrepaTec - StingBots,NULL,Mexico,NULL,2017,t,1522,52,54,1,107,0.4907
6703,Prince George Secondary School Robotics Club,BC,Canada,NULL,2017,f,1419,2,7,0,9,0.2222
6704,Mid Pacific Owl Robotics,HI,USA,NULL,2017,t,1426,37,67,2,106,0.3585
6705,WildCat 5e,GA,USA,pch,2017,t,1456,176,103,3,282,0.6294
6706,GOLEM,NULL,China,NULL,2017,f,1487,26,31,0,57,0.4561
6707,RCW Jaguar Robosapiens,MN,USA,NULL,2017,f,1416,7,26,2,35,0.2286
6708,Lobos Conalep,NULL,Mexico,NULL,2017,f,1486,11,15,0,26,0.4231
6709,Spudinc Big Lake Robotics,MN,USA,NULL,2017,t,1456,28,43,2,73,0.3973
6710,Southside Robotics,GA,USA,pch,2017,f,1404,3,7,0,10,0.3
6711,Millennial Falcons,CA,USA,NULL,2017,t,1377,17,40,0,57,0.2982
6712,Mountaineers,GA,USA,pch,2017,t,1549,82,111,2,195,0.4256
6714,A. R. Johnson's Panthers,GA,USA,pch,2017,f,1378,16,27,5,48,0.3854
6715,Hephzibah High Robotics,GA,USA,pch,2017,f,1398,32,70,2,104,0.3173
6716,Circuit Br8kers,GA,USA,pch,2017,f,1373,20,26,0,46,0.4348
6717,SPARTANS,UT,USA,NULL,2017,f,1520,10,9,0,19,0.5263
6718,Rocket Dogs,CA,USA,NULL,2017,f,1355,9,21,1,31,0.3065
6719,P.O.W.E.R.,BC,Canada,NULL,2017,f,1420,14,19,1,34,0.4265
6720,Walker-Hackensack-Akeley,MN,USA,NULL,2017,f,1497,11,6,0,17,0.6471
6721,Tindley Trailblazers,IN,USA,fin,2017,t,1530,75,109,0,184,0.4076
6722,LED Robotics,FL,USA,NULL,2017,t,1723,61,52,0,113,0.5398
6723,Mechanical Mounties,MA,USA,ne,2017,t,1436,65,82,1,148,0.4426
6724,Raiders Robotics,AB,Canada,NULL,2017,f,1414,3,6,0,9,0.3333
6725,Westminster WildBOTS,ON,Canada,ont,2017,t,1359,52,79,1,132,0.3977
6726,MITOX,NULL,China,fnc,2017,f,1428,0,0,0,0,0
6727,HOT Bots,TX,USA,NULL,2017,f,1406,13,11,0,24,0.5417
6728,The Fast and the Curious,AR,USA,NULL,2017,f,1326,2,7,0,9,0.2222
6729,RobCoBots,NC,USA,fnc,2017,t,1486,110,99,5,214,0.5257
6730,CCS Nuclear Knights,OK,USA,NULL,2017,f,1459,5,12,1,18,0.3056
6731,Record Robotics,MA,USA,ne,2017,t,1408,59,97,1,157,0.379
6732,BHS RoboRaiders,WI,USA,NULL,2017,t,1448,14,35,2,51,0.2941
6733,PSJA North Raiders,TX,USA,fit,2017,f,1345,21,25,0,46,0.4565
6736,Knights of the Sea,NULL,Israel,isr,2017,f,1506,68,80,3,151,0.4603
6737,H.R.T,NULL,Israel,isr,2017,f,1439,9,15,0,24,0.375
6738,Excalibur,NULL,Israel,isr,2017,t,1561,90,104,4,198,0.4646
6739,Tel Shevaa,NULL,Israel,isr,2017,f,1419,13,38,1,52,0.2596
6740,G3 - Glue Gun & Glitter,NULL,Israel,isr,2017,t,1459,84,106,2,192,0.4427
6741,Space monkeys,NULL,Israel,isr,2017,t,1433,83,86,3,172,0.4913
6742,Augmented Jays,MI,USA,fim,2017,f,1493,51,48,0,99,0.5152
6743,Tiger Engineering,FL,USA,NULL,2017,t,1596,23,30,2,55,0.4364
6744,Mehlville Pi,MO,USA,NULL,2017,t,1556,27,30,1,58,0.4741
6746,Mustangs,NY,USA,NULL,2017,f,1408,18,25,0,43,0.4186
6748,MustangRobotics,AZ,USA,NULL,2017,f,1375,3,9,0,12,0.25
6749,tERAbytes,MN,USA,NULL,2017,t,1519,33,38,0,71,0.4648
6750,HenBotix,GA,USA,pch,2017,f,1400,31,60,4,95,0.3474
6751,RoboFlash,TX,USA,fit,2017,f,1463,19,35,1,55,0.3545
6752,charger robotics,TX,USA,NULL,2017,f,1444,3,5,0,8,0.375
6753,CBA RoboKings,MI,USA,fim,2017,t,1541,124,129,1,254,0.4902
6754,Trailbots,TX,USA,fit,2017,f,1347,12,32,1,45,0.2778
6755,Overdrive,CA,USA,NULL,2017,f,1418,6,9,1,16,0.4062
6758,Otternauts,MN,USA,NULL,2017,t,1535,29,49,0,78,0.3718
6762,Oscats,NH,USA,ne,2017,t,1458,41,77,2,120,0.35
6763,FUSION,NH,USA,ne,2017,t,1541,122,97,4,223,0.5561
6764,Flash Drives,CA,USA,NULL,2017,t,1337,15,40,1,56,0.2768
6765,Columbus City Schools Walnut Ridge Scotts,OH,USA,NULL,2017,f,1476,6,12,2,20,0.35
6766,AtomSTEM,NULL,China,NULL,2017,f,1461,17,21,0,38,0.4474
6768,Denison Robo-Jackets,TX,USA,fit,2017,t,1421,57,62,4,123,0.4797
6769,Future Star,NULL,China,NULL,2017,f,1384,4,6,1,11,0.4091
6770,Semia United,NULL,China,NULL,2017,f,1413,5,6,0,11,0.4545
6771,Raven,NULL,China,NULL,2017,f,1517,6,5,1,12,0.5417
6800,Valor,TX,USA,fit,2018,t,1712,167,90,1,258,0.6492
6801,Robot Crabshell ,NULL,China,NULL,2018,f,1522,8,8,0,16,0.5
6802,Mean Caimans,VA,USA,chs,2018,t,1603,109,93,6,208,0.5385
6803,HAI-Panda,NULL,China,NULL,2018,f,1596,48,30,1,79,0.6139
6804,Team Wolfpack,CA,USA,NULL,2018,f,1558,14,13,0,27,0.5185
6805,Cyber Jays,NE,USA,NULL,2018,f,1539,30,35,0,65,0.4615
6806,Mineola Wild Reds,NY,USA,NULL,2018,t,1509,70,100,1,171,0.4123
6807,REAL Robotics,WI,USA,NULL,2018,f,1402,7,13,0,20,0.35
6808,William Tennent Robotics,PA,USA,fma,2018,t,1457,38,78,3,119,0.3319
6809,Aviators,OK,USA,NULL,2018,t,1436,26,39,1,66,0.4015
6811,Gunnery Gears,CT,USA,ne,2018,f,1434,25,49,0,74,0.3378
6812,Andover Snowflakes,MA,USA,ne,2018,f,1359,4,8,0,12,0.3333
6813,Pangaea,OH,USA,NULL,2018,f,1501,17,15,0,32,0.5312
6814,Ellipse,CA,USA,NULL,2018,t,1461,54,70,2,126,0.4365
6816,POPCORN PENGUINS,CA,USA,NULL,2018,f,1417,0,0,0,0,0
6817,10 Factorial,MO,USA,NULL,2018,t,1470,30,43,2,75,0.4133
6818,Navigator,NULL,China,NULL,2018,f,1414,3,6,1,10,0.35
6819,Viking Robotics,NULL,Sweden,NULL,2018,f,1414,10,17,0,27,0.3704
6820,Tecmilenio - Scorpion Bots - 6820,NULL,Mexico,NULL,2018,f,1478,6,5,0,11,0.5455
6821,Rogue Techs,CA,USA,NULL,2018,f,1372,21,44,0,65,0.3231
6822,THE SHISHKABOTS,CA,USA,NULL,2018,t,1494,37,57,0,94,0.3936
6823,USM Robotics - Wildcats,WI,USA,NULL,2018,t,1628,104,63,5,172,0.6192
6824,LVA Robot Pigeons,NV,USA,NULL,2018,t,1459,38,42,0,80,0.475
6825,THE STRONGHORNS (FRC6825),NV,USA,NULL,2018,t,1459,23,39,1,63,0.373
6826,Experiment 6826,NV,USA,NULL,2018,f,1402,4,8,0,12,0.3333
6827,hexagon,NULL,China,NULL,2018,f,1457,7,6,0,13,0.5385
6829,Ignite Robotics,GA,USA,pch,2018,t,1635,149,104,2,255,0.5882
6830,Hogbotics,TX,USA,fit,2018,f,1383,23,49,0,72,0.3194
6831,A-05 Annex,OR,USA,pnw,2018,t,1495,86,110,1,197,0.4391
6832,STEAMex,NULL,Mexico,NULL,2018,t,1484,37,62,0,99,0.3737
6833,Phoenix Robotics,AZ,USA,NULL,2018,t,1539,70,74,2,146,0.4863
6834,Bionic Warriors,OH,USA,NULL,2018,t,1399,13,35,0,48,0.2708
6836,The Tinkerers,NULL,Australia,NULL,2018,f,1543,9,7,0,16,0.5625
6837,Tecmilenio - Bellum - 6837,NULL,Mexico,NULL,2018,f,1405,5,7,0,12,0.4167
6838,X-SHARC,NULL,Turkey,NULL,2018,t,1631,111,53,2,166,0.6747
6840,Trojan Robotics,AR,USA,NULL,2018,f,1437,19,21,0,40,0.475
6841,Cerberus 2.0,AB,Canada,NULL,2018,f,1537,23,16,1,40,0.5875
6842,Polaris,GA,USA,pch,2018,f,1504,10,16,0,26,0.3846
6843,Guardian Gears,MO,USA,NULL,2018,t,1385,25,39,0,64,0.3906
6844,Provotypes,UT,USA,NULL,2018,t,1462,44,42,1,87,0.5115
6845,River Bots,OR,USA,pnw,2018,t,1412,59,69,4,132,0.4621
6846,MAGNETUDE,TN,USA,NULL,2018,f,1460,10,20,0,30,0.3333
6847,Les Lions,QC,Canada,NULL,2018,f,1485,4,5,0,9,0.4444
6850,Cell-Ticks,FL,USA,NULL,2018,f,1409,11,14,1,26,0.4423
6851,Empereurs,QC,Canada,NULL,2018,f,1465,7,13,1,21,0.3571
6852,JV BX,MI,USA,fim,2018,f,1549,18,25,0,43,0.4186
6854,Viking Robotics,ON,Canada,ont,2018,t,1469,45,66,0,111,0.4054
6855,Badger Robotics,AR,USA,NULL,2018,f,1597,13,17,0,30,0.4333
6856,RoboRaptors,ON,Canada,ont,2018,f,1426,27,37,0,64,0.4219
6858,Fern Creek Tiger Robotics,KY,USA,NULL,2018,f,1436,4,6,0,10,0.4
6859,BML Robotics,ON,Canada,ont,2018,t,1394,52,70,0,122,0.4262
6860,Equitum Robotics,NJ,USA,fma,2018,t,1466,41,87,1,129,0.3217
6861,The Tyros Team,MI,USA,fim,2018,t,1557,96,76,5,177,0.5565
6862,The Reavers,MI,USA,fim,2018,f,1419,12,36,0,48,0.25
6863,Squirrels,MD,USA,chs,2018,t,1520,48,74,3,125,0.396
6864,Gryphtech Robotics,ON,Canada,ont,2018,t,1493,62,97,3,162,0.392
6865,Manitoulin Metal 6865,ON,Canada,ont,2018,t,1490,44,92,2,138,0.3261
6866,Markham Space Invaders,ON,Canada,ont,2018,t,1419,34,47,1,82,0.4207
6867,Panthera Tech,ON,Canada,ont,2018,f,1487,58,47,1,106,0.5519
6868,Cadet Robotics,NY,USA,NULL,2018,t,1531,27,37,0,64,0.4219
6869,Gladiateurs,QC,Canada,NULL,2018,t,1415,31,28,1,60,0.525
6870,BEAM Robotics,NY,USA,NULL,2018,f,1527,17,18,0,35,0.4857
6871,QC DogSquad,AZ,USA,NULL,2018,f,1491,22,22,0,44,0.5
6872,Panthera Ferro,QC,Canada,NULL,2018,t,1426,15,23,1,39,0.3974
6873,The Generals,NY,USA,NULL,2018,f,1460,7,22,0,29,0.2414
6874,IMPERIUM,NULL,Turkey,NULL,2018,t,1385,13,26,0,39,0.3333
6875,Amazon Warriors  -  Build A Dream Robotics,ON,Canada,ont,2018,t,1478,66,86,1,153,0.4346
6877,Mechanical Mustangs,MI,USA,fim,2018,t,1538,48,73,0,121,0.3967
6878,SJB Odyssey,ON,Canada,ont,2018,f,1479,53,52,0,105,0.5048
6880,Universal Serial Brawlers (USB),NY,USA,NULL,2018,t,1376,38,38,0,76,0.5
6881,South Lions Roarbotics,ON,Canada,ont,2018,f,1451,23,28,1,52,0.4519
6882,Fahrenheit Robotics,VA,USA,chs,2018,t,1405,72,72,3,147,0.5
6883,Leviathan Robotics,CA,USA,NULL,2018,f,1418,9,11,0,20,0.45
6884,Deep-Space Robotics,CA,USA,NULL,2018,t,1544,27,50,1,78,0.3526
6885,The Pilots,CA,USA,NULL,2018,t,1332,20,45,0,65,0.3077
6886,Synthesizers,MO,USA,NULL,2018,f,1528,43,35,1,79,0.5506
6887,Dalton Catabots,GA,USA,pch,2018,t,1486,66,104,1,171,0.3889
6888,Foothills Robotics,NC,USA,fnc,2018,t,1469,56,85,4,145,0.4
6889,DC Current,IA,USA,NULL,2018,f,1459,9,10,0,19,0.4737
6891,Indians,OK,USA,NULL,2018,f,1544,10,17,1,28,0.375
6892,Big Cat Robotics,NY,USA,NULL,2018,f,1356,7,13,0,20,0.35
6893,Bladerunners,MD,USA,chs,2018,f,1394,23,37,2,62,0.3871
6894,Iced Java,NC,USA,fnc,2018,t,1509,61,70,2,133,0.4662
6895,Mechanical Madness 4-H,NH,USA,ne,2018,t,1477,39,73,0,112,0.3482
6896,CABOTS - Fresnillo PLC,NULL,Mexico,NULL,2018,t,1433,31,34,1,66,0.4773
6897,Astraea Robotics,NJ,USA,fma,2018,t,1560,51,70,2,123,0.4228
6898,The Undergraduate School of Carrots ,TX,USA,fit,2018,f,1515,19,16,0,35,0.5429
6899,Macon Bots FRC,NC,USA,fnc,2018,f,1408,19,29,2,50,0.4
6900,Hoodie-bots,OK,USA,NULL,2018,f,1392,7,11,0,18,0.3889
6901,Knights Robotics,TX,USA,fit,2018,t,1489,70,75,2,147,0.483
6902,STRIKE,NULL,Brazil,NULL,2018,t,1441,24,30,0,54,0.4444
6904,TeraWatts,CA,USA,NULL,2018,t,1472,29,38,1,68,0.4338
6905,Raiders of the ARC- TEAR-A-BYTE,GA,USA,pch,2018,t,1357,34,80,1,115,0.3
6906,Reybots,IL,USA,NULL,2018,f,1328,9,20,0,29,0.3103
6907,The G.O.A.T,NULL,China,NULL,2018,t,1531,41,26,0,67,0.6119
6908,Infuzed,NC,USA,fnc,2013,t,1372,63,73,3,139,0.464
6909,SAKURA Tempesta,NULL,Japan,NULL,2018,t,1462,39,49,0,88,0.4432
6910,Mill Creek Steel Talons,GA,USA,pch,2018,t,1408,57,83,1,141,0.4078
6911,SO BOTZ,NY,USA,NULL,2018,t,1614,69,68,2,139,0.5036
6912,InterGalactic Transformers,MN,USA,NULL,2018,f,1524,9,10,0,19,0.4737
6913,North Crawford Robotics Club,WI,USA,NULL,2018,f,1441,5,5,0,10,0.5
6914,Retro5ive,MI,USA,fim,2018,t,1491,48,81,0,129,0.3721
